ID Value Bucket,Value Bucket,ID Year,Year,Property Value by Bucket,Property Value by Bucket Moe,Geography,ID Geography,Slug Geography,share
9,"$60,000 to $69,999",2015,"2015",227,83,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0017638191735691309
10,"$70,000 to $79,999",2015,"2015",314,112.99999999999999,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0024398203546286655
11,"$80,000 to $89,999",2015,"2015",296,127,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0022999580413060033
12,"$90,000 to $99,999",2015,"2015",224,92,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0017405087880153537
13,"$100,000 to $124,999",2015,"2015",486,127,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0037762824597118837
14,"$125,000 to $149,999",2015,"2015",172,106,"San Francisco, CA","16000US0667000","san-francisco-ca",0.001336462105083218
15,"$150,000 to $174,999",2015,"2015",444,120.00000000000001,"San Francisco, CA","16000US0667000","san-francisco-ca",0.003449937061959005
16,"$175,000 to $199,999",2015,"2015",337,121,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0026185333105409564
17,"$200,000 to $249,999",2015,"2015",1331,202,"San Francisco, CA","16000US0667000","san-francisco-ca",0.01034204105735909
18,"$250,000 to $299,999",2015,"2015",1174,201,"San Francisco, CA","16000US0667000","san-francisco-ca",0.009122130880044757
19,"$300,000 to $399,999",2015,"2015",4795,445,"San Francisco, CA","16000US0667000","san-francisco-ca",0.037257766243453665
20,"$400,000 to $499,999",2015,"2015",8584,532,"San Francisco, CA","16000US0667000","san-francisco-ca",0.06669878319787409
21,"$500,000 to $749,999",2015,"2015",37648,1080,"San Francisco, CA","16000US0667000","san-francisco-ca",0.29252979844286625
22,"$750,000 to $999,999",2015,"2015",31949,967,"San Francisco, CA","16000US0667000","san-francisco-ca",0.24824783601920775
23,"$1,000,000 to $1,499,999",2015,"2015",20788,842,"San Francisco, CA","16000US0667000","san-francisco-ca",0.16152543163063918
24,"$1,500,000 to $1,999,999",2015,"2015",7797,584,"San Francisco, CA","16000US0667000","san-francisco-ca",0.06058369205426658
25,"$2,000,000 or More",2015,"2015",10154,662,"San Francisco, CA","16000US0667000","san-francisco-ca",0.07889788497101742
