ID Household Income Bucket,Household Income Bucket,ID Year,Year,Household Income,Household Income Moe,Geography,ID Geography,Slug Geography,share
0,"< $10,000",2013,"2013",23209,1096,"San Francisco, CA","16000US0667000","san-francisco-ca",0.06720545311341734
1,"$10,000-$14,999",2013,"2013",21269,1011,"San Francisco, CA","16000US0667000","san-francisco-ca",0.061587866011860636
2,"$15,000-$19,999",2013,"2013",13081,660,"San Francisco, CA","16000US0667000","san-francisco-ca",0.03787817364714603
3,"$20,000-$24,999",2013,"2013",13981,769,"San Francisco, CA","16000US0667000","san-francisco-ca",0.04048427075611564
4,"$25,000-$29,999",2013,"2013",11523,776,"San Francisco, CA","16000US0667000","san-francisco-ca",0.033366729985174204
5,"$30,000-$34,999",2013,"2013",12195,801,"San Francisco, CA","16000US0667000","san-francisco-ca",0.03531261582653818
6,"$35,000-$39,999",2013,"2013",10072,814,"San Francisco, CA","16000US0667000","san-francisco-ca",0.029165122312824313
7,"$40,000-$44,999",2013,"2013",10536,733,"San Francisco, CA","16000US0667000","san-francisco-ca",0.030508710155670866
8,"$45,000-$49,999",2013,"2013",9794,681,"San Francisco, CA","16000US0667000","san-francisco-ca",0.028360127872498146
9,"$50,000-$59,999",2013,"2013",19501,1020,"San Francisco, CA","16000US0667000","san-francisco-ca",0.056468333024462566
10,"$60,000-$74,999",2013,"2013",26343,1146,"San Francisco, CA","16000US0667000","san-francisco-ca",0.0762804623795404
11,"$75,000-$99,999",2013,"2013",37908,1146,"San Francisco, CA","16000US0667000","san-francisco-ca",0.10976881022979985
12,"$100,000-$124,999",2013,"2013",32594,1081,"San Francisco, CA","16000US0667000","san-francisco-ca",0.09438125463306153
13,"$125,000-$149,999",2013,"2013",22574,1050,"San Francisco, CA","16000US0667000","san-francisco-ca",0.06536670681986657
14,"$150,000-$199,999",2013,"2013",32197,1110,"San Francisco, CA","16000US0667000","san-francisco-ca",0.09323167624166048
15,"$200,000+",2013,"2013",48567,1333,"San Francisco, CA","16000US0667000","san-francisco-ca",0.14063368699036324
